id,title,company,location,salary,required_skills,job_type,url,state
1335,"AWS Data Engineer",Capgemini,"Tampa, FL",Unknown,"SQL, Python, Snowflake","Data Engineer",https://fr.linkedin.com/company/capgemini?trk=public_jobs_topcard_logo,FL
1336,"Data Scientist","MORSE Corp","Greater Boston",Unknown,"Python, MATLAB, Java","Data Scientist",https://www.linkedin.com/company/morse-corp?trk=public_jobs_topcard_logo,MA
1337,"Junior Software Engineer",DX,"Salt Lake City, UT",Unknown,Unknown,"Data Engineer",https://www.linkedin.com/company/developer-experience?trk=public_jobs_topcard_logo,UT
1338,"Data Scientist (Healthcare)","Nordic Global","United States",Unknown,"Power BI","Data Scientist",https://www.linkedin.com/company/nordicglobal?trk=public_jobs_topcard_logo,US
1339,"Agentic Data Engineer","Intellibee Inc","Richmond, VA",Unknown,"Python, Azure, Databricks","Data Engineer",https://www.linkedin.com/company/intellibee-inc?trk=public_jobs_topcard_logo,VA
1340,"Data Engineer","LOGIXtech Solutions LLC","United States",Unknown,"Google Cloud, SQL","Data Engineer",https://www.linkedin.com/company/logixtech-solutions-llc?trk=public_jobs_topcard_logo,US
1341,"Healthcare Data Scientist - ML, AI, Stats, OR","University of Maryland Medical System","Linthicum Heights, MD",Unknown,"SQL, Python","Data Scientist",https://www.linkedin.com/company/ummedicalsystem?trk=public_jobs_topcard_logo,MD
1342,"Data Engineer",Brooksource,"Indianapolis, IN",Unknown,"Google Cloud, BigQuery, Looker","Data Engineer",https://www.linkedin.com/company/brooksource?trk=public_jobs_topcard_logo,IN
1343,"Data Engineer","The Carrera Agency","Orange County, CA",Unknown,"SQL, Python, Snowflake, Kafka","Data Engineer",https://www.linkedin.com/company/the-carrera-agency?trk=public_jobs_topcard_logo,CA
1344,"Data Scientist, Product Analytics - Retail Analytics",Meta,"Burlingame, CA","$206,000.00/yr - $281,000.00/yr","R, SQL, Python","Data Scientist",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,CA
1345,"Applied AI/ML Data Scientist, Associate","Cerberus Capital Management","New York City Metropolitan Area",Unknown,"Azure, AWS, Python, SQL, Power BI","Data Scientist",https://www.linkedin.com/company/cerberus-capital-management?trk=public_jobs_topcard_logo,NY
1346,"Data Engineer","CGS Federal (Contact Government Services)","Washington, DC","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,DC
1347,"Data Engineer","Vinsys Information Technology Inc","Malvern, PA",Unknown,"Python, AWS","Data Engineer",https://www.linkedin.com/company/vinsys-information-technology-inc?trk=public_jobs_topcard_logo,PA
1348,"Data Scientist","Richard, Wayne & Roberts","Arlington, VA",Unknown,"SQL, Pandas, Plotly, Python, Seaborn, Matplotlib","Data Scientist",https://www.linkedin.com/company/richard-wayne-&-roberts?trk=public_jobs_topcard_logo,VA
1349,"Data Engineer - AWS","Tiger Analytics","Charlotte, NC",Unknown,"Apache Spark, SQL, AWS, Hadoop","Data Engineer",https://www.linkedin.com/company/tiger-analytics?trk=public_jobs_topcard_logo,NC
1350,"Data Engineer (Remote)",Lensa,"Albany, NY",Unknown,"SQL, R","Data Engineer",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,NY
1351,"Data Engineer",Brooksource,"Detroit Metropolitan Area",Unknown,"Python, Databricks, Power BI, SQL, Tableau, AWS, Azure","Data Engineer",https://www.linkedin.com/company/brooksource?trk=public_jobs_topcard_logo,MI
1352,"Data Engineer","Compunnel Inc.","Dallas, TX",Unknown,"Python, Snowflake, SQL, Data Analysis, Kafka, PostgreSQL, AWS","Data Engineer",https://www.linkedin.com/company/compunnel-software-group?trk=public_jobs_topcard_logo,TX
1353,"Data Engineer 2 (Associate)",UNCOMN,"Tampa, FL","$77,000.00/yr - $100,000.00/yr","SQL, Python, Scala, Hadoop","Data Engineer",https://www.linkedin.com/company/uncomn?trk=public_jobs_topcard_logo,FL
1354,"Data Security Engineer","Valvoline Inc.","Kentucky, United States",Unknown,Unknown,"Data Engineer",https://www.linkedin.com/company/valvoline?trk=public_jobs_topcard_logo,US
1355,"Sr. Data Engineer","CGS Federal (Contact Government Services)","Fayetteville, AR","$144,768.00/yr - $209,109.33/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,AR
1356,"Data Engineer III","Coastal Community Bank","United States",Unknown,"Python, Hadoop, Apache Spark, Java, Azure","Data Engineer",https://www.linkedin.com/company/coastal-community-bank-2?trk=public_jobs_topcard_logo,US
1357,"Senior Engineer Data Engineer",GEICO,"Arlington, VA","$90,000.00/yr - $185,000.00/yr","Java, Azure, Scala, AWS","Data Engineer",https://www.linkedin.com/company/geico?trk=public_jobs_topcard_logo,VA
1358,"Data Engineer","CGS Federal (Contact Government Services)","Williamsport, PA","$112,597.33/yr - $152,810.66/yr","SQL, Python, R, Tableau","Data Engineer",https://www.linkedin.com/company/contact-government-services-cgs?trk=public_jobs_topcard_logo,PA
1359,"Member of Technical Staff â€“ Data Engineer",Microsoft,"New York, United States",Unknown,"Python, Hadoop, Java, SQL, Scala, Kafka, AWS, Azure","Data Engineer",https://www.linkedin.com/company/microsoft?trk=public_jobs_topcard_logo,US
1360,"Data Engineer II","Quantum Health","Dublin, OH",Unknown,"Python, Excel, Snowflake, SQL, Java, Scala, AWS","Data Engineer",https://www.linkedin.com/company/quantum-health?trk=public_jobs_topcard_logo,OH
1361,"Field Ops Data Engineer",Confluent,"Illinois, United States",Unknown,"SQL, BigQuery, Kafka","Data Engineer",https://www.linkedin.com/company/confluent?trk=public_jobs_topcard_logo,US
1362,"Data and Reporting Engineer II",Ren,"United States",Unknown,"SQL, Snowflake","Data Engineer",https://www.linkedin.com/company/reninc?trk=public_jobs_topcard_logo,US
1363,"Data Engineer, AI/ML (Toronto, Hydrid / Remote)",Lensa,"United States",Unknown,"Apache Airflow, Python, Collaboration, SQL, AWS","Data Engineer",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,US
1364,"Data Engineer",Akkodis,"Rochester, NY",Unknown,"Python, Collaboration, Data Warehousing, SQL, Java, AWS, Azure","Data Engineer",https://www.linkedin.com/company/akkodis?trk=public_jobs_topcard_logo,NY
1365,"AWS Data Engineer","Sense & Respond Software LLC","Alameda, CA",Unknown,"Python, Hadoop, SQL, Adaptability, Kafka, AWS","Data Engineer",https://www.linkedin.com/company/sense-respond-software-llc?trk=public_jobs_topcard_logo,CA
1366,"Data Engineer","HR Professional Consulting","Louisiana, United States",Unknown,"Python, R, MongoDB, Hadoop, SQL, Scala, Kafka, Tableau, AWS, Java, Azure","Data Engineer",https://www.linkedin.com/company/hr-professional-consulting?trk=public_jobs_topcard_logo,US
1367,"Data Engineer","Spark Tek Inc","Seattle, WA",Unknown,"Python, Snowflake, SQL, Databricks, Azure","Data Engineer",https://www.linkedin.com/company/spark-tek-inc?trk=public_jobs_topcard_logo,WA
1368,"Data Engineer (Cyber)","Pyramid Consulting, Inc","Merrimack, NH","$50.00/hr - $55.00/hr","SQL, Python, Snowflake","Data Engineer",https://www.linkedin.com/company/pyramid-consulting?trk=public_jobs_topcard_logo,NH
1369,"Applied AI/ML Data Scientist, Associate","Cerberus Capital Management","New York City Metropolitan Area",Unknown,"Azure, AWS, Python, SQL, Power BI","Data Scientist",https://www.linkedin.com/company/cerberus-capital-management?trk=public_jobs_topcard_logo,NY
1370,"Databricks Data Engineer - REMOTE",ContractStaffingRecruiters.com,"United States",Unknown,"SQL, Python, Azure, Databricks","Data Engineer",https://www.linkedin.com/company/contractstaffingrecruiters-com?trk=public_jobs_topcard_logo,US
1371,"Data Engineer","Horizontal Talent","Brooklyn Park, MN",Unknown,"Python, MySQL, Hadoop, Scala, Java","Data Engineer",https://www.linkedin.com/company/horizontal-talent?trk=public_jobs_topcard_logo,MN
1372,"Data Scientist","Richard, Wayne & Roberts","Arlington, VA",Unknown,"SQL, Pandas, Plotly, Python, Seaborn, Matplotlib","Data Scientist",https://www.linkedin.com/company/richard-wayne-&-roberts?trk=public_jobs_topcard_logo,VA
1373,"Data Science / AI Engineer",ASML,"San Diego, CA","$144,000.00/yr - $240,000.00/yr","SQL, TensorFlow, PyTorch","Data Engineer",https://nl.linkedin.com/company/asml?trk=public_jobs_topcard_logo,CA
1374,"Data Scientist 1",PayPal,"Chicago, IL",Unknown,"Tableau, R, Python, BigQuery, SQL, Collaboration","Data Scientist",https://www.linkedin.com/company/paypal?trk=public_jobs_topcard_logo,IL
1375,"Senior Data Engineer","First Resonance","Los Angeles, CA","$150,000.00/yr - $180,000.00/yr","Python, Snowflake, SQL, BigQuery, Kafka, AWS, Looker","Data Engineer",https://www.linkedin.com/company/firstresonance?trk=public_jobs_topcard_logo,CA
1376,"Azure Data Engineer","Oscar Technology","Chicago, IL","$140,000.00/yr - $150,000.00/yr","SQL, Python, Azure","Data Engineer",https://uk.linkedin.com/showcase/oscar-technology/?trk=public_jobs_topcard_logo,IL
1377,"Data Engineer - Azure (Scala/Kafka)","Tiger Analytics","United States",Unknown,"Python, SQL, Scala, Kafka, Azure","Data Engineer",https://www.linkedin.com/company/tiger-analytics?trk=public_jobs_topcard_logo,US
1378,"Data Scientist","Inizio Partners","Atlanta Metropolitan Area",Unknown,"AWS, Logistic Regression, Databricks","Data Scientist",https://www.linkedin.com/company/inizio-partners?trk=public_jobs_topcard_logo,GA
1379,"Data Engineer","The Hartford","Hartford, CT",Unknown,"Python, R, Snowflake, SQL, Scala, AWS, Tableau, Java","Data Engineer",https://www.linkedin.com/company/the-hartford?trk=public_jobs_topcard_logo,CT
1380,"AI Data Scientist","Auria Space","Camp Pendleton South, CA",Unknown,"R, Python, Java","Data Scientist",https://www.linkedin.com/company/auriaspace?trk=public_jobs_topcard_logo,CA
1381,"Data Engineer","V-Soft Consulting Group, Inc.","Cincinnati, OH",Unknown,"Java, Snowflake","Data Engineer",https://www.linkedin.com/company/vsoftconsulting?trk=public_jobs_topcard_logo,OH
1382,"Data Scientist","M Science","New York City Metropolitan Area","$85,000.00/yr - $175,000.00/yr","Databricks, SQL, Python, AWS","Data Scientist",https://www.linkedin.com/company/m-science-llc?trk=public_jobs_topcard_logo,NY
1383,"Data Scientist","Spear AI","Washington, DC",Unknown,"PyTorch, Python, scikit-learn, NumPy","Data Scientist",https://www.linkedin.com/company/spearai?trk=public_jobs_topcard_logo,DC
1384,"Machine Learning Engineer",Flashii,"San Francisco, CA",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/flashii-app?trk=public_jobs_topcard_logo,CA
1385,"Software Engineer, Perception ML Data",Nuro,"Mountain View, CA",Unknown,Python,"Data Scientist",https://www.linkedin.com/company/nuro-inc.?trk=public_jobs_topcard_logo,CA
1386,"Junior Software Engineer","Synergy ECP","Fort Meade, MD",Unknown,"Hadoop, Java, AWS","Data Engineer",https://www.linkedin.com/company/synergyecp?trk=public_jobs_topcard_logo,MD
1387,"AI Engineer","Downtown Music","United States",Unknown,Python,"Data Scientist",https://www.linkedin.com/company/downtownmusic?trk=public_jobs_topcard_logo,US
1388,"Data Scientist 1",PayPal,"Chicago, IL",Unknown,"Tableau, R, Python, BigQuery, SQL, Collaboration","Data Scientist",https://www.linkedin.com/company/paypal?trk=public_jobs_topcard_logo,IL
1389,"Data Scientist, Product Analytics - Retail Analytics",Meta,"Bellevue, WA","$206,000.00/yr - $281,000.00/yr","R, SQL, Python","Data Scientist",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,WA
1390,"Applied AI Engineer & Researcher - Post Training",xAI,"San Francisco, CA",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/xai?trk=public_jobs_topcard_logo,CA
1391,"Data Scientist","Inizio Partners","Atlanta Metropolitan Area",Unknown,"AWS, Logistic Regression, Databricks","Data Scientist",https://www.linkedin.com/company/inizio-partners?trk=public_jobs_topcard_logo,GA
1392,"Data Scientist","Systems Innovation Engineering","United States","$127,000.00/yr - $156,700.00/yr","Kafka, Azure, Pandas, AWS, Tableau, TensorFlow, Python, PyTorch, SQL, Power BI, NumPy","Data Scientist",https://www.linkedin.com/company/systems-innovation-engineering?trk=public_jobs_topcard_logo,US
1393,"AI Data Scientist","Auria Space","Camp Pendleton South, CA",Unknown,"R, Python, Java","Data Scientist",https://www.linkedin.com/company/auriaspace?trk=public_jobs_topcard_logo,CA
1394,"Data Scientist","Compunnel Inc.","New Jersey, United States",Unknown,"Azure, Pandas, AWS, BERT, TensorFlow, Python, SQL, PyTorch, NumPy","Data Scientist",https://www.linkedin.com/company/compunnel-software-group?trk=public_jobs_topcard_logo,US
1395,"Data Scientist","M Science","New York City Metropolitan Area","$85,000.00/yr - $175,000.00/yr","Databricks, SQL, Python, AWS","Data Scientist",https://www.linkedin.com/company/m-science-llc?trk=public_jobs_topcard_logo,NY
1396,"Data Scientist - AI & Data","Tata Consultancy Services","San Francisco, CA",Unknown,"SQL, Azure, Pandas, AWS, Hadoop, Keras, Tableau, R, TensorFlow, Python, PyTorch, Seaborn, Matplotlib, Power BI, Java, NumPy","Data Scientist",https://in.linkedin.com/company/tata-consultancy-services?trk=public_jobs_topcard_logo,CA
1397,"Machine Learning Engineer (Weather / Climate / AI)",Attis,"San Francisco Bay Area","$150,000.00/yr - $250,000.00/yr",Unknown,"Data Scientist",https://uk.linkedin.com/company/attisglobal?trk=public_jobs_topcard_logo,CA
1398,"Fraud Data Scientist, AIML Modeling & GenAI",HealthEquity,"United States",Unknown,"Kafka, Predictive Modeling, TensorFlow, Python, scikit-learn, SQL, XGBoost, PyTorch","Data Scientist",https://www.linkedin.com/company/healthequity?trk=public_jobs_topcard_logo,US
1399,"Data Scientist","Spear AI","Washington, DC",Unknown,"PyTorch, Python, scikit-learn, NumPy","Data Scientist",https://www.linkedin.com/company/spearai?trk=public_jobs_topcard_logo,DC
1400,"Machine Learning Research Engineer",OXMAN,"New York, United States",Unknown,"Python, Reinforcement Learning","Data Scientist",https://www.linkedin.com/company/oxman?trk=public_jobs_topcard_logo,US
1401,"Data Scientist","Jenn Nguyen and Friends","San Francisco, CA",Unknown,"R, Python","Data Scientist",https://www.linkedin.com/company/jennnfriends?trk=public_jobs_topcard_logo,CA
1402,"Machine Learning Engineer, WebML - US Remote","Hugging Face","New York, NY",Unknown,Python,"Data Scientist",https://www.linkedin.com/company/huggingface?trk=public_jobs_topcard_logo,NY
1403,"Data Scientist, Contact Center","The Home Depot","Atlanta, GA",Unknown,"BigQuery, Excel, Collaboration","Data Scientist",https://www.linkedin.com/company/the-home-depot?trk=public_jobs_topcard_logo,GA
1404,"Decision Scientist, Client Analytics",Simbe,"South San Francisco, CA","$120,000.00/yr - $135,000.00/yr","Looker, AWS, Tableau, R, Python, SQL, Power BI","Data Scientist",https://www.linkedin.com/company/simbe?trk=public_jobs_topcard_logo,CA
1405,"DoN Junior Data Scientist","ELS, Inc.","Washington, DC",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/els-inc.?trk=public_jobs_topcard_logo,DC
1406,"Machine Learning Engineer","Addison Group","San Antonio, TX",Unknown,Python,"Data Scientist",https://www.linkedin.com/company/addisongroup?trk=public_jobs_topcard_logo,TX
1407,"Entry-Level Data Scientist","Why Hiring","United States",Unknown,"SQL, Python","Data Scientist",https://www.linkedin.com/company/whyhiring?trk=public_jobs_topcard_logo,US
1408,"Machine Learning Performance Engineer","Digital Republic Talent","New York, United States","$300.00/yr - $350,000.00/yr","TensorFlow, PyTorch, Python","Data Scientist",https://uk.linkedin.com/company/digital-republic-talent?trk=public_jobs_topcard_logo,US
1409,"Founding Data Scientist",Greylock,"San Francisco Bay Area",Unknown,Python,"Data Scientist",https://www.linkedin.com/company/greylock-partners?trk=public_jobs_topcard_logo,CA
1410,"Data Scientist, Product Analytics - Retail Analytics",Meta,"Bellevue, WA","$206,000.00/yr - $281,000.00/yr","R, SQL, Python","Data Scientist",https://www.linkedin.com/company/meta?trk=public_jobs_topcard_logo,WA
1411,"Data Scientist",Exactech,"Gainesville, FL",Unknown,"Azure, Google Cloud, Pandas, AWS, TensorFlow, Python, XGBoost, PyTorch","Data Scientist",https://www.linkedin.com/company/exactech?trk=public_jobs_topcard_logo,FL
1412,"Machine Learning Engineer","Attractivate Consulting Solutions","Greater Houston",Unknown,"Azure, AWS, R, TensorFlow, Python, PyTorch, Hadoop","Data Scientist",https://www.linkedin.com/company/attractivatecs?trk=public_jobs_topcard_logo,TX
1413,"Machine Learning Engineer (LLM / NLP)","Tiger Analytics","Malvern, PA",Unknown,"AWS, Hugging Face Transformers, BERT, TensorFlow, Python, PyTorch","Data Scientist",https://www.linkedin.com/company/tiger-analytics?trk=public_jobs_topcard_logo,PA
1414,"Junior Data Scientist",Brooksource,"Columbus, Ohio Metropolitan Area",Unknown,"SQL, Python, Snowflake, Tableau","Data Scientist",https://www.linkedin.com/company/brooksource?trk=public_jobs_topcard_logo,OH
1415,"Genomic Data Scientist",Bionano,"United States",Unknown,"R, SQL, Data Analysis, Python","Data Scientist",https://www.linkedin.com/company/bionano?trk=public_jobs_topcard_logo,US
1416,"Data Scientist","IPG Health","New York, NY","$68,000.00/yr - $90,000.00/yr","R, SQL, Python","Data Scientist",https://www.linkedin.com/company/ipg-health?trk=public_jobs_topcard_logo,NY
1417,"Data Scientist 2",PayPal,"Austin, TX",Unknown,"SQL, Collaboration","Data Scientist",https://www.linkedin.com/company/paypal?trk=public_jobs_topcard_logo,TX
1418,"Data Scientist",Fractal,"Minneapolis, MN","$110,000.00/yr - $145,000.00/yr","PyTorch, TensorFlow, Python","Data Scientist",https://www.linkedin.com/company/fractal-analytics?trk=public_jobs_topcard_logo,MN
1419,"Machine Learning Engineer",Infosys,"Richardson, TX",Unknown,"Azure, Python","Data Scientist",https://in.linkedin.com/company/infosys?trk=public_jobs_topcard_logo,TX
1420,"Senior Data Scientist - Personalization",FanDuel,"Atlanta, GA",Unknown,"SQL, Python","Data Scientist",https://www.linkedin.com/company/fanduel?trk=public_jobs_topcard_logo,GA
1421,"Data Scientist","Northstrat Incorporated","San Antonio, TX",Unknown,"Pandas, Python, PyTorch, NLTK, NumPy","Data Scientist",https://www.linkedin.com/company/northstrat-incorporated?trk=public_jobs_topcard_logo,TX
1422,"Data and Applied Scientist",Microsoft,"Atlanta, GA",Unknown,Azure,"Data Scientist",https://www.linkedin.com/company/microsoft?trk=public_jobs_topcard_logo,GA
1423,"Data Scientist","Insight Global","United States",Unknown,"Google Cloud, TensorFlow, Python, BigQuery, PyTorch","Data Scientist",https://www.linkedin.com/company/insight-global?trk=public_jobs_topcard_logo,US
1424,"Data Scientist, Amazon Autos",Amazon,"New York, NY",Unknown,"R, SQL, Python","Data Scientist",https://www.linkedin.com/company/amazon?trk=public_jobs_topcard_logo,NY
1425,"Data Scientist / AI / Gen AI / Software Engineer / LLM / ML / Machine Learning","BSL Consulting","United States",Unknown,"AWS, Databricks, Python, Logistic Regression, SQL, Java","Data Scientist",https://www.linkedin.com/company/bslconsulting?trk=public_jobs_topcard_logo,US
1426,"Applied Machine Learning Engineer",Nuclearn,"Phoenix, AZ",Unknown,Python,"Data Scientist",https://www.linkedin.com/company/nuclearn?trk=public_jobs_topcard_logo,AZ
1427,"Data Scientist","VMC Soft Technologies, Inc","San Francisco Bay Area",Unknown,"AWS, Azure, Python","Data Scientist",https://www.linkedin.com/company/vmc-soft-technologies-inc?trk=public_jobs_topcard_logo,CA
1428,"Data Science - Fraud Analytics",Straive,"San Jose, CA",Unknown,Unknown,"Data Scientist",https://sg.linkedin.com/company/straive_?trk=public_jobs_topcard_logo,CA
1429,"Applied Scientist / Machine Learning Engineer, Software Engineer (Machine Learning)","Veracity Software Inc","San Jose, CA",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/veracitysoftwareinc?trk=public_jobs_topcard_logo,CA
1430,"REMOTE Data Scientist",Lensa,"Woonsocket, RI",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/lensa?trk=public_jobs_topcard_logo,RI
1431,"ML Engineer","Largeton Group","Washington, DC",Unknown,"Kafka, Python, Java, Scala","Data Scientist",https://www.linkedin.com/company/largeton-inc?trk=public_jobs_topcard_logo,DC
1432,"Data Scientist (Hybrid).","State of Colorado","Lakewood, CO",Unknown,"Google Cloud, Excel, Tableau, R, Python, SQL, Java","Data Scientist",https://www.linkedin.com/company/state-of-colorado?trk=public_jobs_topcard_logo,CO
1433,"Data Scientist I","Quantum Dynamics, Inc.","Coronado, CA",Unknown,"Data Analysis","Data Scientist",https://www.linkedin.com/company/quantum-dynamics-inc.?trk=public_jobs_topcard_logo,CA
1434,"Data Scientist, Machine Learning",Ever.Ag,"United States",Unknown,"AWS, SQL, Python","Data Scientist",https://www.linkedin.com/company/everag?trk=public_jobs_topcard_logo,US
1435,"Decision Scientist","Best Buy","Minneapolis, MN",Unknown,"SQL, Google Cloud","Data Scientist",https://www.linkedin.com/company/best-buy?trk=public_jobs_topcard_logo,MN
1436,"Senior Data Scientist / Machine Learning Engineer",Rokt,"New York, NY",Unknown,"SQL, Python, MySQL","Data Scientist",https://www.linkedin.com/company/rokt?trk=public_jobs_topcard_logo,NY
1437,"Data Scientist 1",PayPal,"Chicago, IL",Unknown,Collaboration,"Data Scientist",https://www.linkedin.com/company/paypal?trk=public_jobs_topcard_logo,IL
1438,"Data Scientist - Marketplace Partnership","Front Row","New York, NY",Unknown,"AWS, SQL, R, Python","Data Scientist",https://www.linkedin.com/company/frontrowus?trk=public_jobs_topcard_logo,NY
1439,"Senior AI/ML Data Scientist","Omm IT Solutions","Windsor Mill, MD",Unknown,"Azure, MySQL, Pandas, TensorFlow, Apache Spark, Python, scikit-learn, SQL, PyTorch, NLTK, Hadoop","Data Scientist",https://www.linkedin.com/company/omm-it-solutions?trk=public_jobs_topcard_logo,MD
1440,"Data Scientist (Biological Datasets)","Aditi Consulting","Thousand Oaks, CA",Unknown,"MATLAB, Excel, Tableau, R, Python, SQL","Data Scientist",https://www.linkedin.com/company/aditiconsulting?trk=public_jobs_topcard_logo,CA
1441,"Senior Data Scientist","Lockheed Martin","Greater Orlando",Unknown,"Azure, Excel, MATLAB, Predictive Modeling, Apache Airflow, Plotly, SQL, Power BI, Hadoop, AWS, R, Python, XGBoost, Google Cloud, Databricks, Tableau, TensorFlow, BigQuery, scikit-learn, MongoDB, NumPy","Data Scientist",https://www.linkedin.com/company/lockheed-martin?trk=public_jobs_topcard_logo,FL
1442,"Machine Learning Engineer (Weather/DL/ Meteorology)",Attis,"San Francisco, CA","$150,000.00/yr - $250,000.00/yr",PyTorch,"Data Scientist",https://uk.linkedin.com/company/attisglobal?trk=public_jobs_topcard_logo,CA
1443,"Data Scientist","City of New York","Manhattan, NY",Unknown,"Power BI, Excel, Python","Data Scientist",https://www.linkedin.com/company/city-of-new-york?trk=public_jobs_topcard_logo,NY
1444,"Senior Data Scientist, Remote",Experian,"United States",Unknown,"Keras, scikit-learn, Hadoop","Data Scientist",https://www.linkedin.com/company/experian?trk=public_jobs_topcard_logo,US
1445,"Machine Learning Engineer","Whitridge Associates","Greater Boston",Unknown,"AWS, TensorFlow, Python, SQL, PyTorch","Data Scientist",https://www.linkedin.com/company/whitridge-associates?trk=public_jobs_topcard_logo,MA
1446,"Data Scientist","One Park Financial","Miami, FL",Unknown,"SQL, Data Analysis, Python, Exploratory Data Analysis","Data Scientist",https://www.linkedin.com/company/one-park-financial?trk=public_jobs_topcard_logo,FL
1447,"Data Scientist",Skai,"New York, NY",Unknown,"SQL, Python","Data Scientist",https://www.linkedin.com/company/skaicommerce?trk=public_jobs_topcard_logo,NY
1448,"Applied AI Researcher",Verneek,"New York, NY",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/verneek?trk=public_jobs_topcard_logo,NY
1449,"Data Scientist II, Tech",Uber,"San Francisco, CA",Unknown,"Looker, SQL, Excel, Tableau","Data Scientist",https://www.linkedin.com/company/uber-com?trk=public_jobs_topcard_logo,CA
1450,"Junior Data Scientist","Motion Recruitment","Los Angeles, CA",Unknown,"Azure, Collaboration, Pandas, AWS, Data Analysis, Excel, Python, SQL, Matplotlib, Power BI, NumPy","Data Scientist",https://www.linkedin.com/company/motion-recruitment-partners?trk=public_jobs_topcard_logo,CA
1451,"Data Scientist","Steadily Insurance Company","Austin, TX","$150,000.00/yr - $150,000.00/yr","R, Python","Data Scientist",https://www.linkedin.com/company/steadily?trk=public_jobs_topcard_logo,TX
1452,"Machine Learning Engineer",IUNU,"Seattle, WA",Unknown,"PyTorch, Python, Keras, Java","Data Scientist",https://www.linkedin.com/company/iunu?trk=public_jobs_topcard_logo,WA
1453,"Data Scientist","Kforce Inc","San Francisco, CA","$55.00/hr - $65.00/hr","Hadoop, Scala, TensorFlow, Python, PyTorch, NumPy","Data Scientist",https://www.linkedin.com/company/kforce?trk=public_jobs_topcard_logo,CA
1454,"Machine Learning Engineer","FutureTech Recruitment","San Francisco Bay Area","$200,000.00/yr - $250,000.00/yr","AWS, PyTorch, Python","Data Scientist",https://www.linkedin.com/company/futuretechrecruit?trk=public_jobs_topcard_logo,CA
1455,"Data Scientist","Advanced Robotics Group, LLC","Houston, TX",Unknown,"Pandas, Python, scikit-learn, PyTorch, NumPy","Data Scientist",https://www.linkedin.com/company/advanced-robotics-group?trk=public_jobs_topcard_logo,TX
1456,"Data Scientist",MatchPoint,"Sunnyvale, CA","$90.00/hr - $110.00/hr","Collaboration, Google Cloud, AWS, Data Analysis, NumPy, Python, SQL, Matplotlib, Hadoop","Data Scientist",https://www.linkedin.com/company/matchpoint-x?trk=public_jobs_topcard_logo,CA
1457,"Lead Data Scientist","Veracity Software Inc","Austin, TX",Unknown,"Snowflake, Looker, Tableau, Python, BigQuery, SQL","Data Scientist",https://www.linkedin.com/company/veracitysoftwareinc?trk=public_jobs_topcard_logo,TX
1458,"Data Scientist",ShyftLabs,"South Dakota, United States",Unknown,"R, SQL, Python","Data Scientist",https://ca.linkedin.com/company/shyftlabsio?trk=public_jobs_topcard_logo,US
1459,"ML Research Scientist (Senior / Staff / Principal)","Genesis Therapeutics","New York, NY",Unknown,Unknown,"Data Scientist",https://www.linkedin.com/company/genesistherapeutics?trk=public_jobs_topcard_logo,NY
1460,"Data Scientist, Finance Analytics",Airtable,"New York, NY",Unknown,"Looker, Excel, R, Python, SQL","Data Scientist",https://www.linkedin.com/company/airtable?trk=public_jobs_topcard_logo,NY
1461,"Data Scientist III, Product, Operations Data Science",Google,"San Francisco, CA",Unknown,"R, SQL, Python, Google Cloud","Data Scientist",https://www.linkedin.com/company/google?trk=public_jobs_topcard_logo,CA
1462,"Research Scientist","High Trail","Washington DC-Baltimore Area",Unknown,"TensorFlow, PyTorch","Data Scientist",https://www.linkedin.com/company/hightrail?trk=public_jobs_topcard_logo,DC
1463,"Data Scientist","Delphi-US, LLC - Peacemakers in the Talent War","Houston, TX",Unknown,"Snowflake, AWS, BERT, TensorFlow, Python, Power BI, SQL, Data Analysis, PyTorch, Collaboration","Data Scientist",https://www.linkedin.com/company/delphi-us-llc?trk=public_jobs_topcard_logo,TX
1464,"Data Scientist III, Product",Google,"Mountain View, CA",Unknown,"R, SQL, Python","Data Scientist",https://www.linkedin.com/company/google?trk=public_jobs_topcard_logo,CA
1465,"Machine Learning Engineer - Early in Career","SPLUNK SERVICES UK LIMITED","California, United States",Unknown,"TensorFlow, PyTorch, Python","Data Scientist",https://www.linkedin.com/company/splunk-services-uk-limited?trk=public_jobs_topcard_logo,US
1466,"Data Scientist","Advanced Robotics Group, LLC","Dallas, TX",Unknown,"Pandas, Python, scikit-learn, PyTorch, NumPy","Data Scientist",https://www.linkedin.com/company/advanced-robotics-group?trk=public_jobs_topcard_logo,TX
